id,name,country_id/id
ch_city_au_sg,Au SG,base.ch
ch_city_neuenhof,Neuenhof,base.ch
ch_city_undervelier,Undervelier,base.ch
ch_city_ostermundigen_oberdorf,Ostermundigen Oberdorf,base.ch
ch_city_st_germain_saviese,St-Germain (Savièse),base.ch
ch_city_kreuzlingen_1_zustellung,Kreuzlingen 1 Zustellung,base.ch
ch_city_les_posses_sur_bex,Les Posses-sur-Bex,base.ch
ch_city_lausanne_3,Lausanne 3,base.ch
ch_city_grancia,Grancia,base.ch
ch_city_les_mayens_de_sion,Les Mayens-de-Sion,base.ch
ch_city_scharans,Scharans,base.ch
ch_city_piazzogna,Piazzogna,base.ch
ch_city_boltigen,Boltigen,base.ch
ch_city_zimmerwald,Zimmerwald,base.ch
ch_city_gonten,Gonten,base.ch
ch_city_hausen_am_albis,Hausen am Albis,base.ch
ch_city_st_martin,St-Martin,base.ch
ch_city_stans_kaserne,Stans Kaserne,base.ch
ch_city_st_gallen_quelle,St. Gallen Quelle,base.ch
ch_city_yverdon_car_postal_vd_broye,Yverdon car postal VD-Broye,base.ch
ch_city_lausanne_18,Lausanne 18,base.ch
ch_city_arbaz,Arbaz,base.ch
ch_city_biglen,Biglen,base.ch
ch_city_leissigen,Leissigen,base.ch
ch_city_oberburg,Oberburg,base.ch
ch_city_mont_tramelan,Mont-Tramelan,base.ch
ch_city_bourrignon,Bourrignon,base.ch
ch_city_arzier,Arzier,base.ch
ch_city_vernate,Vernate,base.ch
ch_city_burgdorf,Burgdorf,base.ch
ch_city_burgaschi,Burgäschi,base.ch
ch_city_neuchatel_7,Neuchâtel 7,base.ch
ch_city_ruderswil,Rüderswil,base.ch
ch_city_villa_luganese,Villa Luganese,base.ch
ch_city_jouxtens_mezery,Jouxtens-Mézery,base.ch
ch_city_hauptwil,Hauptwil,base.ch
ch_city_fislisbach,Fislisbach,base.ch
ch_city_nierlet_les_bois,Nierlet-les-Bois,base.ch
ch_city_gilly,Gilly,base.ch
ch_city_rueyres_st_laurent,Rueyres-St-Laurent,base.ch
ch_city_basel_spi_gls_retour,Basel SPI GLS Retour,base.ch
ch_city_bussy_chardonney,Bussy-Chardonney,base.ch
ch_city_interlaken,Interlaken,base.ch
ch_city_wegenstetten,Wegenstetten,base.ch
ch_city_opfershofen_tg,Opfershofen TG,base.ch
ch_city_obergoldbach,Obergoldbach,base.ch
ch_city_andelfingen_zustellung,Andelfingen Zustellung,base.ch
ch_city_la_conversion,La Conversion,base.ch
ch_city_waldi,Wäldi,base.ch
ch_city_flumserberg_bergheim,Flumserberg Bergheim,base.ch
ch_city_holderbank_ag,Holderbank AG,base.ch
ch_city_andiast,Andiast,base.ch
ch_city_montagne_de_sonvilier,Montagne-de-Sonvilier,base.ch
ch_city_buchs_sg,Buchs SG,base.ch
ch_city_winterthur_5_zustellung,Winterthur 5 Zustellung,base.ch
ch_city_schmiedrued,Schmiedrued,base.ch
ch_city_oberentfelden_zustellung,Oberentfelden Zustellung,base.ch
ch_city_hunenberg_zustellung,Hünenberg Zustellung,base.ch
ch_city_magenwil,Mägenwil,base.ch
ch_city_loc,Loc,base.ch
ch_city_rubigen,Rubigen,base.ch
ch_city_lonay,Lonay,base.ch
ch_city_weiningen_zh,Weiningen ZH,base.ch
ch_city_kleinandelfingen,Kleinandelfingen,base.ch
ch_city_ausserferrera,Ausserferrera,base.ch
ch_city_arosio,Arosio,base.ch
ch_city_gossens,Gossens,base.ch
ch_city_sariswil,Säriswil,base.ch
ch_city_steinhausen,Steinhausen,base.ch
ch_city_heimiswil,Heimiswil,base.ch
ch_city_birmensdorf_zh_zustellung,Birmensdorf ZH Zustellung,base.ch
ch_city_gstaad_zustellung,Gstaad Zustellung,base.ch
ch_city_amriswil,Amriswil,base.ch
ch_city_randogne,Randogne,base.ch
ch_city_dino,Dino,base.ch
ch_city_arosa,Arosa,base.ch
ch_city_volken,Volken,base.ch
ch_city_fullinsdorf,Füllinsdorf,base.ch
ch_city_yverdon_les_bains_1,Yverdon-les-Bains 1,base.ch
ch_city_winikon,Winikon,base.ch
ch_city_cagiallo,Cagiallo,base.ch
ch_city_landquart,Landquart,base.ch
ch_city_froideville,Froideville,base.ch
ch_city_lobsigen,Lobsigen,base.ch
ch_city_cologny,Cologny,base.ch
ch_city_le_brouillet,Le Brouillet,base.ch
ch_city_reichenburg,Reichenburg,base.ch
ch_city_feldbach,Feldbach,base.ch
ch_city_oberengstringen,Oberengstringen,base.ch
ch_city_vernamiege,Vernamiège,base.ch
ch_city_la_sagne_ste_croix,La Sagne (Ste-Croix),base.ch
ch_city_kefikon_zh,Kefikon ZH,base.ch
ch_city_allmendingen_b_bern,Allmendingen b. Bern,base.ch
ch_city_dugny_leytron,Dugny (Leytron),base.ch
ch_city_kirchdorf,Kirchdorf,base.ch
ch_city_weinfelden_zustellung,Weinfelden Zustellung,base.ch
ch_city_pratteln_1,Pratteln 1,base.ch
ch_city_wittinsburg,Wittinsburg,base.ch
ch_city_krinau,Krinau,base.ch
ch_city_remaufens,Remaufens,base.ch
ch_city_heremence,Hérémence,base.ch
ch_city_neuhausen_am_rheinfall_1,Neuhausen am Rheinfall 1,base.ch
ch_city_nivo,Nivo,base.ch
ch_city_sisseln_ag,Sisseln AG,base.ch
ch_city_le_fregnoley,Le Fregnoley,base.ch
ch_city_thusis_zustellung,Thusis Zustellung,base.ch
ch_city_sion_1,Sion 1,base.ch
ch_city_andermatt,Andermatt,base.ch
ch_city_zeglingen,Zeglingen,base.ch
ch_city_schwarzenbach_sg,Schwarzenbach SG,base.ch
ch_city_cadenazzo_pl3,Cadenazzo PL3,base.ch
ch_city_meyrin_distribution,Meyrin Distribution,base.ch
ch_city_ruti_bahnhof_sbb,Rüti Bahnhof SBB,base.ch
ch_city_lungern,Lungern,base.ch
ch_city_berg_tg,Berg TG,base.ch
ch_city_ruti_b_lyssach,Rüti b. Lyssach,base.ch
ch_city_bitsch,Bitsch,base.ch
ch_city_hunenberg,Hünenberg,base.ch
ch_city_dietfurt,Dietfurt,base.ch
ch_city_ruswil_zustellung,Ruswil Zustellung,base.ch
ch_city_scherz,Scherz,base.ch
ch_city_lussery_villars,Lussery-Villars,base.ch
ch_city_moutier_1_distribution,Moutier 1 Distribution,base.ch
ch_city_beatenberg,Beatenberg,base.ch
ch_city_ferenbalm,Ferenbalm,base.ch
ch_city_halten,Halten,base.ch
ch_city_kolliken,Kölliken,base.ch
ch_city_liebefeld,Liebefeld,base.ch
ch_city_neuchatel,Neuchâtel,base.ch
ch_city_wabern,Wabern,base.ch
ch_city_munchenstein_1_zustellung,Münchenstein 1 Zustellung,base.ch
ch_city_moosleerau,Moosleerau,base.ch
ch_city_apples,Apples,base.ch
ch_city_rheinfelden_2,Rheinfelden 2,base.ch
ch_city_filet,Filet,base.ch
ch_city_les_pommerats,Les Pommerats,base.ch
ch_city_hauterive,Hauterive,base.ch
ch_city_luzern_bahnhof_sbb,Luzern Bahnhof SBB,base.ch
ch_city_luzern_zustellung,Luzern Zustellung,base.ch
ch_city_pigniu,Pigniu,base.ch
ch_city_euseigne,Euseigne,base.ch
ch_city_ayent,Ayent,base.ch
ch_city_kiesen,Kiesen,base.ch
ch_city_geneve_84_votations,Genève 84 Votations,base.ch
ch_city_geneve_18,Genève 18,base.ch
ch_city_kussnacht_am_rigi_zust,Küssnacht am Rigi Zust,base.ch
ch_city_grolley,Grolley,base.ch
ch_city_corgemont,Corgémont,base.ch
ch_city_misery,Misery,base.ch
ch_city_hefenhausen,Hefenhausen,base.ch
ch_city_cormerod,Cormérod,base.ch
ch_city_genolier,Genolier,base.ch
ch_city_subingen,Subingen,base.ch
ch_city_hertenstein_ag,Hertenstein AG,base.ch
ch_city_ringgenberg_be,Ringgenberg BE,base.ch
ch_city_birrhard,Birrhard,base.ch
ch_city_davesco_soragno,Davesco-Soragno,base.ch
ch_city_malleray,Malleray,base.ch
ch_city_reinach_bl,Reinach BL,base.ch
ch_city_winterthur_1_annahme,Winterthur 1 Annahme,base.ch
ch_city_lyss_kaserne,Lyss Kaserne,base.ch
ch_city_urdorf,Urdorf,base.ch
ch_city_langenthal_1,Langenthal 1,base.ch
ch_city_zurich_nord_vz,Zürich Nord VZ,base.ch
ch_city_dintikon_lcd,Dintikon LCD,base.ch
ch_city_seewen_so,Seewen SO,base.ch
ch_city_russo,Russo,base.ch
ch_city_scharnachtal,Scharnachtal,base.ch
ch_city_courtepin,Courtepin,base.ch
ch_city_bissone,Bissone,base.ch
ch_city_pratteln_spi_logistics,Pratteln SPI Logistics,base.ch
ch_city_chandonne_liddes,Chandonne (Liddes),base.ch
ch_city_aeschlen_ob_gunten,Aeschlen ob Gunten,base.ch
ch_city_tuttwil,Tuttwil,base.ch
ch_city_horriwil,Horriwil,base.ch
ch_city_otelfingen,Otelfingen,base.ch
ch_city_morigen,Mörigen,base.ch
ch_city_stechelberg,Stechelberg,base.ch
ch_city_basel_spilog,Basel SPILOG,base.ch
ch_city_seewis_dorf,Seewis Dorf,base.ch
ch_city_degen,Degen,base.ch
ch_city_vendlincourt,Vendlincourt,base.ch
ch_city_alvaneu_bad,Alvaneu Bad,base.ch
ch_city_la_heutte,La Heutte,base.ch
ch_city_auswil,Auswil,base.ch
ch_city_pratteln,Pratteln,base.ch
ch_city_brulisau,Brülisau,base.ch
ch_city_erlinsbach,Erlinsbach,base.ch
ch_city_oleyres,Oleyres,base.ch
ch_city_lugano_4,Lugano 4,base.ch
ch_city_scareglia,Scareglia,base.ch
ch_city_vignogn,Vignogn,base.ch
ch_city_vercorin,Vercorin,base.ch
ch_city_cadenazzo_centro_logistico,Cadenazzo Centro logistico,base.ch
ch_city_lavey_les_bains,Lavey-les-Bains,base.ch
ch_city_casima,Casima,base.ch
ch_city_schmidigen_muhleweg,Schmidigen-Mühleweg,base.ch
ch_city_happerswil,Happerswil,base.ch
ch_city_gollion,Gollion,base.ch
ch_city_zurich_cs_annahme,Zürich CS Annahme,base.ch
ch_city_metzerlen,Metzerlen,base.ch
ch_city_fenkrieden,Fenkrieden,base.ch
ch_city_font,Font,base.ch
ch_city_etzwilen,Etzwilen,base.ch
ch_city_st_stephan,St. Stephan,base.ch
ch_city_ammerswil_ag,Ammerswil AG,base.ch
ch_city_mollens_vs,Mollens VS,base.ch
ch_city_rorbas,Rorbas,base.ch
ch_city_weite,Weite,base.ch
ch_city_hasle_lu,Hasle LU,base.ch
ch_city_paudex,Paudex,base.ch
ch_city_mies_tannay,Mies-Tannay,base.ch
ch_city_juf,Juf,base.ch
ch_city_uznach_postauto_linth_sz_gl,Uznach Postauto Linth-SZ-GL,base.ch
ch_city_bibern_so,Bibern SO,base.ch
ch_city_charrat,Charrat,base.ch
ch_city_le_brassus,Le Brassus,base.ch
ch_city_gelterkinden_zustellung,Gelterkinden Zustellung,base.ch
ch_city_laupen_be_zustellung,Laupen BE Zustellung,base.ch
ch_city_buch_b_marwil,Buch b. Märwil,base.ch
ch_city_gresso,Gresso,base.ch
ch_city_villarsel_sur_marly,Villarsel-sur-Marly,base.ch
ch_city_serfontana,Serfontana,base.ch
ch_city_granges_paccot,Granges-Paccot,base.ch
ch_city_alikon,Alikon,base.ch
ch_city_romanel_sur_lausanne,Romanel-sur-Lausanne,base.ch
ch_city_bretzwil,Bretzwil,base.ch
ch_city_romanshorn,Romanshorn,base.ch
ch_city_gunzgen,Gunzgen,base.ch
ch_city_bozen,Bözen,base.ch
ch_city_sonceboz_sombeval,Sonceboz-Sombeval,base.ch
ch_city_uzwil_zustellung,Uzwil Zustellung,base.ch
ch_city_oberburen,Oberbüren,base.ch
ch_city_saicourt,Saicourt,base.ch
ch_city_sion,Sion,base.ch
ch_city_st_jean_vs,St-Jean VS,base.ch
ch_city_staldenried,Staldenried,base.ch
ch_city_gurmels,Gurmels,base.ch
ch_city_matt,Matt,base.ch
ch_city_saanen,Saanen,base.ch
ch_city_erlen,Erlen,base.ch
ch_city_liebistorf,Liebistorf,base.ch
ch_city_cronay,Cronay,base.ch
ch_city_schinznach_bad,Schinznach Bad,base.ch
ch_city_naz,Naz,base.ch
ch_city_malters_zustellung,Malters Zustellung,base.ch
ch_city_ipsach,Ipsach,base.ch
ch_city_boudry_dist_ba,Boudry Dist Ba,base.ch
ch_city_wangen_a_a_kaserne,Wangen a. A. Kaserne,base.ch
ch_city_corbieres,Corbières,base.ch
ch_city_buchillon,Buchillon,base.ch
ch_city_oberriet_sg,Oberriet SG,base.ch
ch_city_locarno_4_solduno,Locarno 4 Solduno,base.ch
ch_city_essert_sous_champvent,Essert-sous-Champvent,base.ch
ch_city_montevraz,Montévraz,base.ch
ch_city_st_gallen_dist_ba,St. Gallen Dist Ba,base.ch
ch_city_hermetschwil_staffeln,Hermetschwil-Staffeln,base.ch
ch_city_montmagny,Montmagny,base.ch
ch_city_campo_vallemaggia,Campo (Vallemaggia),base.ch
ch_city_st_antonien,St. Antönien,base.ch
ch_city_brenzikofen,Brenzikofen,base.ch
ch_city_wengen,Wengen,base.ch
ch_city_gundlischwand,Gündlischwand,base.ch
ch_city_luzern_6,Luzern 6,base.ch
ch_city_munchenstein_1,Münchenstein 1,base.ch
ch_city_villars_sous_yens,Villars-sous-Yens,base.ch
ch_city_suderen,Süderen,base.ch
ch_city_kandergrund,Kandergrund,base.ch
ch_city_vich_coinsins,Vich-Coinsins,base.ch
ch_city_tubach,Tübach,base.ch
ch_city_endingen,Endingen,base.ch
ch_city_argnou_ayent,Argnou (Ayent),base.ch
ch_city_lieli,Lieli,base.ch
ch_city_vattiz,Vattiz,base.ch
ch_city_urnerboden,Urnerboden,base.ch
ch_city_geiss,Geiss,base.ch
ch_city_kernenried,Kernenried,base.ch
ch_city_bogno,Bogno,base.ch
ch_city_campsut_crot,Campsut-Cröt,base.ch
ch_city_ottikon_gossau_zh,Ottikon (Gossau ZH),base.ch
ch_city_sergey,Sergey,base.ch
ch_city_holstein,Hölstein,base.ch
ch_city_bern_15,Bern 15,base.ch
ch_city_glion,Glion,base.ch
ch_city_lugano_mailsource,Lugano MailSource,base.ch
ch_city_elm,Elm,base.ch
ch_city_donneloye,Donneloye,base.ch
ch_city_prez_vers_noreaz,Prez-vers-Noréaz,base.ch
ch_city_harkingen_sps_ag,Härkingen SPS AG,base.ch
ch_city_gumligen_zustellung,Gümligen Zustellung,base.ch
ch_city_caviano,Caviano,base.ch
ch_city_hasle_b_burgdorf,Hasle b. Burgdorf,base.ch
ch_city_schachen_lu,Schachen LU,base.ch
ch_city_frutigen,Frutigen,base.ch
ch_city_les_clees,Les Clées,base.ch
ch_city_cauco,Cauco,base.ch
ch_city_hasle_ruegsau,Hasle-Rüegsau,base.ch
ch_city_niederhunigen,Niederhünigen,base.ch
ch_city_neuheim,Neuheim,base.ch
ch_city_visp_verkaufssupport,Visp Verkaufssupport,base.ch
ch_city_guttet_feschel,Guttet-Feschel,base.ch
ch_city_preonzo,Preonzo,base.ch
ch_city_bottstein,Böttstein,base.ch
ch_city_st_martin_fr,St-Martin FR,base.ch
ch_city_forel_fr,Forel FR,base.ch
ch_city_muhen,Muhen,base.ch
ch_city_laupen_zh,Laupen ZH,base.ch
ch_city_glattzentrum_b_wallisellen,Glattzentrum b. Wallisellen,base.ch
ch_city_brugg,Brügg,base.ch
ch_city_zweilutschinen,Zweilütschinen,base.ch
ch_city_lenk_i_s_zustellung,Lenk i. S. Zustellung,base.ch
ch_city_sorvilier,Sorvilier,base.ch
ch_city_glattbrugg,Glattbrugg,base.ch
ch_city_murten_zustellung,Murten Zustellung,base.ch
ch_city_schwarzenbach_huttwil,Schwarzenbach (Huttwil),base.ch
ch_city_wigoltingen,Wigoltingen,base.ch
ch_city_pomy,Pomy,base.ch
ch_city_mayens_de_la_zour_saviese,Mayens-de-la-Zour (Savièse),base.ch
ch_city_vufflens_la_ville,Vufflens-la-Ville,base.ch
ch_city_golino,Golino,base.ch
ch_city_pilatus_kulm,Pilatus Kulm,base.ch
ch_city_gimel,Gimel,base.ch
ch_city_st_moritz_1,St. Moritz 1,base.ch
ch_city_landiswil,Landiswil,base.ch
ch_city_ferden,Ferden,base.ch
ch_city_kirchdorf_ag,Kirchdorf AG,base.ch
ch_city_gelterfingen,Gelterfingen,base.ch
ch_city_aefligen,Aefligen,base.ch
ch_city_wurenlingen,Würenlingen,base.ch
ch_city_russy,Russy,base.ch
ch_city_torricella,Torricella,base.ch
ch_city_horrenbach,Horrenbach,base.ch
ch_city_saules,Saules,base.ch
ch_city_magenwil_pl3i,Mägenwil PL3i,base.ch
ch_city_l'auberson,L'Auberson,base.ch
ch_city_bellinzona_1,Bellinzona 1,base.ch
ch_city_gsteig_b_gstaad,Gsteig b. Gstaad,base.ch
ch_city_birgisch,Birgisch,base.ch
ch_city_hauslenen,Häuslenen,base.ch
ch_city_gohl,Gohl,base.ch
ch_city_littenheid,Littenheid,base.ch
ch_city_villars_burquin,Villars-Burquin,base.ch
ch_city_romont_fr_distribution,Romont FR Distribution,base.ch
ch_city_unterageri_zustellung,Unterägeri Zustellung,base.ch
ch_city_vermes,Vermes,base.ch
ch_city_geneve_7,Genève 7,base.ch
ch_city_affeltrangen,Affeltrangen,base.ch
ch_city_baden_b&v_gk,Baden B&V GK,base.ch
ch_city_rumendingen,Rumendingen,base.ch
ch_city_oberwald,Oberwald,base.ch
ch_city_zuzwil_sg,Zuzwil SG,base.ch
ch_city_safenwil,Safenwil,base.ch
ch_city_vionnaz,Vionnaz,base.ch
ch_city_saulcy,Saulcy,base.ch
ch_city_vesenaz_distribution,Vésenaz Distribution,base.ch
ch_city_st_ursen,St. Ursen,base.ch
ch_city_ottenbach,Ottenbach,base.ch
ch_city_wallenwil,Wallenwil,base.ch
ch_city_granois_saviese,Granois (Savièse),base.ch
ch_city_vuadens,Vuadens,base.ch
ch_city_bernex_distribution,Bernex Distribution,base.ch
ch_city_oberriet_sg_zustellung,Oberriet SG Zustellung,base.ch
ch_city_hinwil_zustellung,Hinwil Zustellung,base.ch
ch_city_hindelbank,Hindelbank,base.ch
ch_city_hettenschwil,Hettenschwil,base.ch
ch_city_rotkreuz_bahnhof_sbb,Rotkreuz Bahnhof SBB,base.ch
ch_city_nods,Nods,base.ch
ch_city_campascio,Campascio,base.ch
ch_city_gallenkirch,Gallenkirch,base.ch
ch_city_sonnental,Sonnental,base.ch
ch_city_sedrun,Sedrun,base.ch
ch_city_flawil_2_botsberg,Flawil 2 Botsberg,base.ch
ch_city_cavardiras,Cavardiras,base.ch
ch_city_cadenazzo_scanning_center,Cadenazzo Scanning-Center,base.ch
ch_city_champoz,Champoz,base.ch
ch_city_aven,Aven,base.ch
ch_city_renens_vd_1_distribution,Renens VD 1 Distribution,base.ch
ch_city_basel_2_annahme,Basel 2 Annahme,base.ch
ch_city_ennetburgen,Ennetbürgen,base.ch
ch_city_uetendorf,Uetendorf,base.ch
ch_city_altenrhein,Altenrhein,base.ch
ch_city_kreuzlingen_3,Kreuzlingen 3,base.ch
ch_city_bister,Bister,base.ch
ch_city_sierre_distribution,Sierre Distribution,base.ch
ch_city_huniken,Hüniken,base.ch
ch_city_nemiaz_chamoson,Némiaz (Chamoson),base.ch
ch_city_trey,Trey,base.ch
ch_city_chardonne,Chardonne,base.ch
ch_city_schlieren,Schlieren,base.ch
ch_city_kirchberg_be,Kirchberg BE,base.ch
ch_city_vuisternens_devant_romont,Vuisternens-devant-Romont,base.ch
ch_city_st_gallen_sonderdienste,St. Gallen Sonderdienste,base.ch
ch_city_lutzelfluh_goldbach,Lützelflüh-Goldbach,base.ch
ch_city_magnedens,Magnedens,base.ch
ch_city_ried_brig,Ried-Brig,base.ch
ch_city_unterwasser,Unterwasser,base.ch
ch_city_goldau_zustellung,Goldau Zustellung,base.ch
ch_city_oberrohrdorf,Oberrohrdorf,base.ch
ch_city_basel_spi_as_22,Basel SPI AS 22,base.ch
ch_city_lohnstorf,Lohnstorf,base.ch
ch_city_hermenches,Hermenches,base.ch
ch_city_gorduno,Gorduno,base.ch
ch_city_olivone,Olivone,base.ch
ch_city_zurich_bz_brieflklinik,Zürich BZ Brieflklinik,base.ch
ch_city_ecoteaux,Ecoteaux,base.ch
ch_city_engwang,Engwang,base.ch
ch_city_edlibach,Edlibach,base.ch
ch_city_porza,Porza,base.ch
ch_city_payerne_caserne,Payerne Caserne,base.ch
ch_city_moneto,Moneto,base.ch
ch_city_s_antonio_val_morobbia,S. Antonio (Val Morobbia),base.ch
ch_city_ochlenberg,Ochlenberg,base.ch
ch_city_nax,Nax,base.ch
ch_city_horgen,Horgen,base.ch
ch_city_chermignon,Chermignon,base.ch
ch_city_la_tzoumaz,La Tzoumaz,base.ch
ch_city_le_cerneux_veusil,Le Cerneux-Veusil,base.ch
ch_city_hettiswil_b_hindelbank,Hettiswil b. Hindelbank,base.ch
ch_city_vernier,Vernier,base.ch
ch_city_pagig,Pagig,base.ch
ch_city_alvaneu_dorf,Alvaneu Dorf,base.ch
ch_city_volketswil,Volketswil,base.ch
ch_city_lenzburg,Lenzburg,base.ch
ch_city_balsthal,Balsthal,base.ch
ch_city_sulgen,Sulgen,base.ch
ch_city_rovio,Rovio,base.ch
ch_city_wetzikon_zh_1,Wetzikon ZH 1,base.ch
ch_city_siebnen_zustellung,Siebnen Zustellung,base.ch
ch_city_etoy,Etoy,base.ch
ch_city_rupperswil,Rupperswil,base.ch
ch_city_safnern,Safnern,base.ch
ch_city_alchenstorf,Alchenstorf,base.ch
ch_city_stalden_sarnen,Stalden (Sarnen),base.ch
ch_city_wil_sg_1_zustellung,Wil SG 1 Zustellung,base.ch
ch_city_mogelsberg,Mogelsberg,base.ch
ch_city_la_sage,La Sage,base.ch
ch_city_innertkirchen,Innertkirchen,base.ch
ch_city_langnau_b_reiden,Langnau b. Reiden,base.ch
ch_city_siviriez,Siviriez,base.ch
ch_city_madrano,Madrano,base.ch
ch_city_homberg_b_thun,Homberg b. Thun,base.ch
ch_city_bellelay,Bellelay,base.ch
ch_city_betten,Betten,base.ch
ch_city_davos_zustellung,Davos Zustellung,base.ch
ch_city_zwillikon,Zwillikon,base.ch
ch_city_wilen_b_wollerau,Wilen b. Wollerau,base.ch
ch_city_weisstannen,Weisstannen,base.ch
ch_city_la_magne,La Magne,base.ch
ch_city_st_silvester,St. Silvester,base.ch
ch_city_marly,Marly,base.ch
ch_city_grafschaft,Grafschaft,base.ch
ch_city_willerzell,Willerzell,base.ch
ch_city_neuenkirch,Neuenkirch,base.ch
ch_city_salorino,Salorino,base.ch
ch_city_belmont_sur_yverdon,Belmont-sur-Yverdon,base.ch
ch_city_sarreyer,Sarreyer,base.ch
ch_city_la_garde_sembrancher,La Garde (Sembrancher),base.ch
ch_city_moudon_distribution,Moudon Distribution,base.ch
ch_city_daniken_so,Däniken SO,base.ch
ch_city_gunsberg,Günsberg,base.ch
ch_city_wahlendorf,Wahlendorf,base.ch
ch_city_busserach,Büsserach,base.ch
ch_city_versoix,Versoix,base.ch
ch_city_luzern_15,Luzern 15,base.ch
ch_city_baltschieder,Baltschieder,base.ch
ch_city_lenzburg_1,Lenzburg 1,base.ch
ch_city_zurich_west_sps,Zürich West SPS,base.ch
ch_city_andelfingen,Andelfingen,base.ch
ch_city_courchavon,Courchavon,base.ch
ch_city_haldenstein,Haldenstein,base.ch
ch_city_untersteckholz,Untersteckholz,base.ch
ch_city_bretigny_sur_morrens,Bretigny-sur-Morrens,base.ch
ch_city_cormondreche,Cormondrèche,base.ch
ch_city_signau,Signau,base.ch
ch_city_zurich_helsana_annahme,Zürich Helsana Annahme,base.ch
ch_city_uznach_vogele_versandhaus,Uznach Vögele Versandhaus,base.ch
ch_city_chezard_st_martin,Chézard-St-Martin,base.ch
ch_city_ulrichen,Ulrichen,base.ch
ch_city_dangio,Dangio,base.ch
ch_city_travers,Travers,base.ch
ch_city_burgdorf_dist_fil,Burgdorf Dist Fil,base.ch
ch_city_lauenen_b_gstaad,Lauenen b. Gstaad,base.ch
ch_city_mirchel,Mirchel,base.ch
ch_city_schonenberg_zh,Schönenberg ZH,base.ch
ch_city_ruti_zh,Rüti ZH,base.ch
ch_city_st_severin,St-Séverin,base.ch
ch_city_dardagny,Dardagny,base.ch
ch_city_prez_vers_siviriez,Prez-vers-Siviriez,base.ch
ch_city_aeschiried,Aeschiried,base.ch
ch_city_pedrinate,Pedrinate,base.ch
ch_city_therwil_zustellung,Therwil Zustellung,base.ch
ch_city_witterswil,Witterswil,base.ch
ch_city_unterbozberg,Unterbözberg,base.ch
ch_city_herlisberg,Herlisberg,base.ch
ch_city_murist,Murist,base.ch
ch_city_hofstetten_b_brienz,Hofstetten b. Brienz,base.ch
ch_city_emmen_kaserne,Emmen Kaserne,base.ch
ch_city_suhr,Suhr,base.ch
ch_city_aminona,Aminona,base.ch
ch_city_fotigny_pl3,Fötigny PL3,base.ch
ch_city_thal,Thal,base.ch
ch_city_wangen_b_olten,Wangen b. Olten,base.ch
ch_city_faido,Faido,base.ch
ch_city_mauborget,Mauborget,base.ch
ch_city_selma,Selma,base.ch
ch_city_radelfingen_b_aarberg,Radelfingen b. Aarberg,base.ch
ch_city_kloten_bahnhof_sbb,Kloten Bahnhof SBB,base.ch
ch_city_oberentfelden,Oberentfelden,base.ch
ch_city_gamsen,Gamsen,base.ch
ch_city_corserey,Corserey,base.ch
ch_city_zug,Zug,base.ch
ch_city_diessenhofen_zustellung,Diessenhofen Zustellung,base.ch
ch_city_stetten_sh,Stetten SH,base.ch
ch_city_epiquerez,Epiquerez,base.ch
ch_city_ruswil,Ruswil,base.ch
ch_city_schonengrund,Schönengrund,base.ch
ch_city_dattwil_ag,Dättwil AG,base.ch
ch_city_les_avants,Les Avants,base.ch
ch_city_schlieren_zustellung,Schlieren Zustellung,base.ch
ch_city_jaberg,Jaberg,base.ch
ch_city_castione,Castione,base.ch
ch_city_muri_ag,Muri AG,base.ch
ch_city_schmidruti,Schmidrüti,base.ch
ch_city_les_marecottes,Les Marécottes,base.ch
ch_city_geneve_26_caserne,Genève 26 Caserne,base.ch
ch_city_combremont_le_grand,Combremont-le-Grand,base.ch
ch_city_aeschi_b_spiez,Aeschi b. Spiez,base.ch
ch_city_wolfwil,Wolfwil,base.ch
ch_city_s_antonino,S. Antonino,base.ch
ch_city_schaffhausen_1,Schaffhausen 1,base.ch
ch_city_noville,Noville,base.ch
ch_city_gy,Gy,base.ch
ch_city_solduno,Solduno,base.ch
ch_city_corteglia,Corteglia,base.ch
ch_city_hochwald,Hochwald,base.ch
ch_city_niederteufen,Niederteufen,base.ch
ch_city_chamoson,Chamoson,base.ch
ch_city_bilten,Bilten,base.ch
ch_city_harkingen_scanning_center,Härkingen Scanning-Center,base.ch
ch_city_eclepens,Eclépens,base.ch
ch_city_schlans,Schlans,base.ch
ch_city_renens_gare_cff,Renens Gare CFF,base.ch
ch_city_granges_veveyse,Granges (Veveyse),base.ch
ch_city_lausanne_pf_331_120,Lausanne PF 331-120,base.ch
ch_city_trullikon,Trüllikon,base.ch
ch_city_les_planchettes,Les Planchettes,base.ch
ch_city_etzelkofen,Etzelkofen,base.ch
ch_city_villariaz,Villariaz,base.ch
ch_city_oberwil_bl,Oberwil BL,base.ch
ch_city_stein_ag,Stein AG,base.ch
ch_city_twann,Twann,base.ch
ch_city_spreitenbach,Spreitenbach,base.ch
ch_city_flumenthal,Flumenthal,base.ch
ch_city_ferreyres,Ferreyres,base.ch
ch_city_botyre_ayent,Botyre (Ayent),base.ch
ch_city_tagerig,Tägerig,base.ch
ch_city_braunwald,Braunwald,base.ch
ch_city_pravidondaz_salins,Pravidondaz (Salins),base.ch
ch_city_schupfart,Schupfart,base.ch
ch_city_nenzlingen,Nenzlingen,base.ch
ch_city_giebenach,Giebenach,base.ch
ch_city_zignau,Zignau,base.ch
ch_city_niederuzwil,Niederuzwil,base.ch
